country,year,AvgTemperature,suicides/100k pop,HDI for year,gdp_per_capita ($),military_exp,warm/cold
France,2011,13.70928462709285,211.18000000000004,0.884,48217.00000000001,1.89140621361087,cold
France,2012,12.670992714025514,198.97999999999996,0.8859999999999998,45001.99999999999,1.8710805998475701,cold
France,2013,12.343850022862364,192.33,0.8869999999999999,46921.99999999999,1.8498759182869398,cold
Germany,1997,9.540582143856701,210.95999999999998,,28419.999999999996,2.2963729499775005,cold
Germany,1998,10.270849986677316,200.51000000000002,,28733.000000000004,2.24575228149042,cold
Germany,1999,10.55637719630892,189.24000000000004,,28154.000000000004,2.1849464388580597,cold
Germany,2000,11.165636667954153,185.55000000000004,0.8550000000000001,24921.999999999996,2.13899963372351,cold
Germany,2001,9.757853937168504,185.77999999999997,,24873.999999999996,2.1730622970791797,cold
Germany,2002,10.676939713436068,183.96000000000004,,26441.000000000004,2.2369175184875902,cold
Germany,2003,9.225851851851848,181.23999999999998,,31815.999999999996,2.2967063866431,cold
Germany,2004,10.291287565481127,172.23,,35772.0,2.2452991726422002,cold
Germany,2005,10.113349613349612,161.48999999999998,0.8869999999999999,36289.0,2.18420770288165,cold
Germany,2006,9.539401103230892,152.52,,38088.0,2.13119635555446,cold
Germany,2007,10.509544390419592,146.52,,43667.0,2.1394252913829996,cold
Germany,2008,10.43700242298373,145.52000000000004,,47701.99999999999,2.2594531192635,cold
Germany,2009,10.141250214665986,145.52000000000004,,43570.0,2.4184351810711995,cold
Germany,2010,8.773003938417476,152.17000000000002,0.906,43614.0,2.36792473035643,cold
Germany,2011,10.469490740740731,152.82,0.9109999999999997,47947.00000000001,2.2873942109250796,cold
Germany,2012,9.206435944140864,148.30999999999997,0.9150000000000001,45142.00000000001,2.18544195437133,cold
Germany,2013,8.62085235920852,153.08,0.9150000000000001,48562.99999999999,2.0650246657813596,cold
Greece,1997,17.74185692541857,47.66,,13968.0,3.365868890399129,cold
Greece,1998,18.61218538980972,48.269999999999996,,14008.000000000002,3.53386881535161,warm
Greece,1999,19.287087912087927,45.739999999999995,,13756.000000000002,3.36046994465272,warm
Greece,2000,18.778992106860958,44.86,0.799,12508.999999999998,3.4653553200888108,warm
Greece,2001,18.966971080669712,38.81000000000001,,13042.999999999998,3.251412856228169,warm
Greece,2002,18.44182825484764,38.35,,14676.0,3.07737457530621,warm
Greece,2003,18.28812785388125,40.67,,19202.0,2.4938947524985813,warm
Greece,2004,18.14162112932605,40.92,,22803.999999999996,2.6056725297120895,warm
Greece,2005,17.9296803652968,46.53,0.8530000000000002,23414.000000000004,2.8365962771118904,cold
Greece,2006,17.87297214569942,45.410000000000004,,25739.000000000004,2.7834188702649807,cold
Greece,2007,18.758848876577396,33.91,,29895.999999999996,2.679305921412641,warm
Greece,2008,18.83287545787545,40.300000000000004,,33168.0,2.983052344671309,warm
Greece,2009,18.748546066727894,40.970000000000006,,30785.000000000004,3.22484113782964,warm
Greece,2010,19.515981735159826,39.90000000000001,0.8670000000000001,27885.999999999996,2.7270099254859996,warm
Greece,2011,19.012176560121773,48.67999999999999,0.8640000000000003,26825.000000000004,2.4769491654622406,warm
Greece,2012,15.645003494060111,53.31999999999999,0.8649999999999998,23309.000000000004,2.4076913749927105,cold
Guatemala,1997,19.742009132420087,26.51,,1967.0000000000002,0.7428179433222398,warm
Guatemala,1998,19.93719806763284,37.059999999999995,,2091.0,0.720839850994178,warm
Guatemala,1999,18.795482295482277,36.5,,1926.0,0.6756007598660632,warm
Guatemala,2000,18.805708180708177,27.419999999999995,0.552,1977.0,0.9184016347187488,warm
Guatemala,2001,19.025436953807727,30.590000000000003,,1866.9999999999998,1.0520629291886698,warm
Guatemala,2002,19.522564581388114,40.529999999999994,,2022.0,0.7622450260542942,warm
Guatemala,2003,19.572829131652654,37.34000000000001,,2079.0,0.8156553425252562,warm
Guatemala,2004,19.305246913580273,29.929999999999996,,2214.9999999999995,0.47941608905692107,warm
Guatemala,2005,19.396367521367523,32.61,0.5760000000000001,2450.0,0.383913656735458,warm
Guatemala,2006,19.204670329670318,41.95,,2653.0,0.43182946456192,warm
Guatemala,2007,19.424145299145298,40.269999999999996,,2914.0000000000005,0.39845660146699285,warm
Guatemala,2008,19.022129371711525,54.760000000000005,,3252.0,0.42542117101512006,warm
Guatemala,2009,19.530624807633117,57.57,,3052.9999999999995,0.39065924681442693,warm
Guatemala,2010,19.217047184170482,35.43,0.611,3259.9999999999995,0.41075566192545404,warm
Guatemala,2011,19.167275494672744,34.69,0.617,3661.0000000000005,0.414299826285708,warm
Guatemala,2012,19.09502125075896,41.800000000000004,0.6240000000000001,3778.9999999999995,0.44527416814470694,warm
Guatemala,2013,19.35114155251142,40.690000000000005,0.6260000000000002,3946.9999999999995,0.4637935871549291,warm
Hungary,1997,10.214459665144593,470.44000000000005,,4856.0,8.942492528874892,cold
Hungary,1998,10.853284223449968,436.78,,5010.0,6.600219471959188,cold
