,Unnamed: 0,Country,Year,AvgTemperature,suicides/100k pop
210,409,Bulgaria,2013,11.936073059360726,134.16000000000003
211,427,Canada,1995,6.2509352787130466,163.52
212,428,Canada,1996,6.389565806014887,162.89000000000001
213,429,Canada,1997,6.237503890445058,151.43000000000004
214,430,Canada,1998,7.917590504822741,150.12
215,431,Canada,1999,7.397470389955767,158.44000000000003
216,432,Canada,2000,6.383150902797266,139.00000000000003
217,433,Canada,2001,7.083079900469997,137.43
218,434,Canada,2002,6.253411580594679,137.73000000000002
219,435,Canada,2003,6.77022424070397,137.27
220,436,Canada,2004,6.61165884194054,131.66
221,437,Canada,2005,7.223585644883277,133.84
222,438,Canada,2006,7.299911160126232,126.42999999999999
223,439,Canada,2007,6.535510216756716,127.45
224,440,Canada,2008,6.5732857142857135,127.59
225,441,Canada,2009,6.411297189894968,130.66999999999996
226,442,Canada,2010,7.2307336079971645,132.67000000000002
227,443,Canada,2011,7.02590853764562,125.02000000000001
228,444,Canada,2012,7.3405699944994645,127.87999999999998
229,445,Canada,2013,6.386541471048495,133.09
230,505,Colombia,1995,12.992216117216124,49.64
231,506,Colombia,1996,12.824074074074074,53.17
232,507,Colombia,1997,13.461948249619484,52.76999999999999
233,508,Colombia,1998,14.085014409221902,81.67999999999999
234,509,Colombia,1999,13.363920099875168,84.10000000000001
235,510,Colombia,2000,12.966818873668196,89.77999999999999
236,511,Colombia,2001,13.244658119658133,88.26999999999998
237,512,Colombia,2002,13.789660493827169,81.38
238,513,Colombia,2003,13.47191528545119,79.85000000000001
239,514,Colombia,2004,13.110048573163334,84.25
240,515,Colombia,2005,13.339269406392688,74.84
241,516,Colombia,2006,13.244505494505484,78.41
242,517,Colombia,2007,13.063513927150295,74.25000000000003
243,518,Colombia,2008,12.902933832709111,74.22000000000001
244,519,Colombia,2009,13.610653235653247,73.83000000000001
245,520,Colombia,2010,13.852054794520548,67.24000000000001
246,521,Colombia,2011,13.779756468797565,62.879999999999995
247,522,Colombia,2012,13.530358227079532,66.45
248,523,Colombia,2013,13.800152207001519,63.529999999999994
249,557,Costa Rica,1995,22.759380692167557,79.17999999999999
250,558,Costa Rica,1996,22.80530679933665,94.86
251,559,Costa Rica,1997,22.939240893786334,80.63
252,560,Costa Rica,1998,23.19475308641973,92.09
253,561,Costa Rica,1999,21.937271062271048,85.06
254,562,Costa Rica,2000,22.35016835016836,88.28999999999998
255,563,Costa Rica,2001,22.93878175696358,76.03
256,564,Costa Rica,2002,23.39151965335809,95.62000000000002
257,565,Costa Rica,2003,23.04989286807467,115.88
258,566,Costa Rica,2004,22.95665445665447,100.72000000000001
259,567,Costa Rica,2005,22.33242009132419,78.73
260,568,Costa Rica,2006,22.579147640791486,100.83000000000001
261,569,Costa Rica,2007,22.456654456654462,75.35000000000001
262,570,Costa Rica,2008,22.031680440771346,72.26999999999998
263,571,Costa Rica,2009,22.700854700854716,77.37
264,572,Costa Rica,2010,22.467123287671214,84.35000000000001
265,573,Costa Rica,2011,22.297108066971067,89.83000000000001
266,574,Costa Rica,2012,22.433667273831205,80.75999999999999
267,575,Costa Rica,2013,22.583561643835612,89.25999999999999
268,583,Croatia,1996,11.210543877210538,334.78999999999996
269,584,Croatia,1997,11.011882716049387,313.7
270,585,Croatia,1998,11.305711610486894,344.30000000000007
271,586,Croatia,1999,12.031833486378954,327.28000000000003
272,587,Croatia,2000,13.252289377289381,322.75
273,588,Croatia,2001,12.31202435312025,287.54
274,589,Croatia,2002,12.641512345679017,304.12
275,590,Croatia,2003,12.477473363774743,281.68999999999994
276,591,Croatia,2004,11.692926533090466,302.24
277,592,Croatia,2005,11.24353120243532,269.56999999999994
278,593,Croatia,2006,12.34474885844749,248.21999999999994
279,594,Croatia,2007,13.212729536258946,243.45000000000002
280,595,Croatia,2008,12.900335775335769,265.68999999999994
281,596,Croatia,2009,12.914987789987785,254.29
282,597,Croatia,2010,11.787062404870616,241.97
283,598,Croatia,2011,12.626331811263311,221.10999999999999
284,599,Croatia,2012,13.09092289010322,239.01
285,600,Croatia,2013,12.427853881278546,210.29999999999995
286,608,Cuba,1995,24.349030470914133,352.76000000000005
287,609,Cuba,1996,24.052917903066287,316.2300000000001
288,610,Cuba,1997,25.126277612924515,317.4
289,611,Cuba,1998,24.800749429781696,326.97999999999996
290,612,Cuba,1999,24.287460317460326,306.12000000000006
291,613,Cuba,2000,23.971505889843996,272.77000000000004
292,614,Cuba,2001,24.038545568039943,244.51
293,615,Cuba,2002,24.690123456790115,240.42000000000004
294,616,Cuba,2003,24.59687786960515,221.12
295,617,Cuba,2004,24.568672839506174,216.12
296,618,Cuba,2005,24.42648401826481,205.93999999999997
297,619,Cuba,2006,24.4289193302892,202.54999999999995
298,620,Cuba,2007,24.490689865689863,188.18000000000004
299,621,Cuba,2008,24.208021223470663,190.98999999999995
300,622,Cuba,2009,24.195518723143028,201.32999999999996
301,623,Cuba,2010,23.57077625570777,202.13000000000002
302,624,Cuba,2011,24.07899543378997,207.05
303,625,Cuba,2012,23.917273831208263,204.0
304,626,Cuba,2013,24.398173515981732,190.45999999999998
305,638,Cyprus,1999,18.777046783625728,1.57
306,639,Cyprus,2000,22.670063948840927,8.36
307,643,Cyprus,2004,22.751536643025986,9.169999999999998
308,644,Cyprus,2005,19.127549467275497,24.739999999999995
309,645,Cyprus,2006,19.07123287671232,27.639999999999997
310,646,Cyprus,2007,19.545313469894477,36.17
311,647,Cyprus,2008,20.03074581430747,59.07000000000001
312,648,Cyprus,2009,20.570529513888886,55.53
313,649,Cyprus,2010,32.27777777777778,58.879999999999995
314,650,Czech Republic,1995,8.203652968036533,264.4
315,651,Czech Republic,1996,6.391317547055247,243.48
316,652,Czech Republic,1997,7.909436834094369,234.13000000000002
317,653,Czech Republic,1998,8.766543551862112,226.7
318,654,Czech Republic,1999,8.850732600732606,236.93
319,655,Czech Republic,2000,9.489981785063762,226.64000000000001
320,656,Czech Republic,2001,8.316742770167426,220.92000000000002
321,657,Czech Republic,2002,9.022160664819948,212.14999999999998
322,658,Czech Republic,2003,8.951445966514463,234.88000000000005
323,659,Czech Republic,2004,8.538858530661802,203.01999999999998
324,660,Czech Republic,2005,8.530136986301374,193.39999999999998
325,661,Czech Republic,2006,9.075342465753415,178.4
326,662,Czech Republic,2007,9.894230769230765,170.78
327,663,Czech Republic,2008,9.369352869352868,175.00999999999996
328,664,Czech Republic,2009,9.141178266178251,179.70999999999995
329,665,Czech Republic,2010,7.770167427701676,175.62
330,666,Czech Republic,2011,9.258751902587523,186.23999999999998
331,667,Czech Republic,2012,9.06800242865816,196.23
332,668,Czech Republic,2013,8.329832572298326,186.07000000000002
333,676,Denmark,1995,7.911872146118717,239.13000000000005
334,677,Denmark,1996,6.36293260473588,229.55999999999997
335,678,Denmark,1997,8.377016742770172,218.46
336,679,Denmark,1998,8.152508464142807,188.68
337,680,Denmark,1999,8.709096459096454,183.09000000000003
338,681,Denmark,2000,9.063752276867033,181.07000000000002
339,682,Denmark,2001,8.153576864535768,186.17000000000002
340,683,Denmark,2002,8.874115112342256,176.51000000000002
341,684,Denmark,2003,8.395281582952821,156.7
342,685,Denmark,2004,8.370522161505772,161.78
343,686,Denmark,2005,8.397564687975645,164.23
344,687,Denmark,2006,9.014916286149164,162.08
345,688,Denmark,2007,9.218406593406597,139.95999999999998
346,689,Denmark,2008,9.116272009714637,143.04999999999998
347,690,Denmark,2009,8.618742368742364,144.7
348,691,Denmark,2010,6.881430745814308,130.02
349,692,Denmark,2011,8.745966514459669,126.33
350,693,Denmark,2012,8.219641772920465,143.20999999999998
351,694,Denmark,2013,8.278691019786907,134.54999999999998
352,806,Finland,1995,5.690106544901068,324.96000000000004
353,807,Finland,1996,4.6105006105006066,289.65
354,808,Finland,1997,5.597412480974125,310.35
355,809,Finland,1998,5.139273622653122,301.43
356,810,Finland,1999,6.592746913580247,283.10999999999996
357,811,Finland,2000,6.964480874316945,265.6499999999999
358,812,Finland,2001,5.790362185389808,267.19000000000005
359,813,Finland,2002,5.895852677189716,255.52000000000004
360,814,Finland,2003,5.78600248292986,243.45000000000002
361,815,Finland,2004,5.394808743169396,243.95
362,816,Finland,2005,5.9353120243531245,230.51999999999998
363,817,Finland,2006,6.749844816883925,233.79999999999998
364,818,Finland,2007,6.507958371594737,223.08000000000004
365,819,Finland,2008,7.012750455373408,220.29
366,820,Finland,2009,5.580891330891334,228.48999999999998
367,821,Finland,2010,4.786241920590951,215.21
368,822,Finland,2011,7.496254681647935,203.60999999999999
369,823,Finland,2012,5.5738182934315565,187.01
370,824,Finland,2013,6.539224664224659,196.82999999999998
371,832,France,1995,13.559840832568113,292.61999999999995
372,833,France,1996,12.401960784313722,271.21999999999997
373,834,France,1997,13.819254185692554,266.33
374,835,France,1998,13.040968342644305,253.65000000000003
375,836,France,1999,13.387438949938948,245.83000000000004
376,837,France,2000,13.202337583485116,257.23
377,838,France,2001,12.895890410958913,239.94
378,839,France,2002,13.202062172976305,238.63999999999996
379,840,France,2003,13.550456621004566,241.30999999999997
380,841,France,2004,12.73990588949606,232.50999999999996
381,842,France,2005,12.813366864807186,232.09
382,843,France,2006,13.280593607305935,220.62999999999997
383,844,France,2007,12.849130036630024,213.69
384,845,France,2008,12.527206218564244,216.20999999999998
385,846,France,2009,12.909416971916952,216.24
386,847,France,2010,11.88843226788432,211.17
387,848,France,2011,13.709284627092854,211.18000000000004
388,849,France,2012,12.670992714025516,198.97999999999996
389,850,France,2013,12.343850022862366,192.33
390,908,Georgia,1995,13.922070015220694,40.739999999999995
391,909,Georgia,1996,13.107468123861576,59.7
392,910,Georgia,1997,13.058599695586002,60.650000000000006
393,911,Georgia,1998,14.540473991997544,49.3
394,912,Georgia,1999,13.997252747252753,68.57999999999998
395,913,Georgia,2000,13.988312082574387,46.64000000000001
396,914,Georgia,2001,13.945211786372008,35.19
397,917,Georgia,2004,13.70628415300546,66.54
398,918,Georgia,2005,13.97625830959164,28.359999999999996
399,919,Georgia,2006,6.2426095820591225,23.509999999999998
400,920,Germany,1995,10.402136752136757,233.57999999999998
401,921,Germany,1996,8.449626865671632,216.42000000000002
402,922,Germany,1997,9.5405821438567,210.95999999999998
403,923,Germany,1998,10.270849986677316,200.51000000000002
404,924,Germany,1999,10.55637719630892,189.24000000000004
405,925,Germany,2000,11.165636667954157,185.55000000000004
406,926,Germany,2001,9.7578539371685,185.77999999999997
407,927,Germany,2002,10.676939713436065,183.96000000000004
408,928,Germany,2003,9.225851851851846,181.23999999999998
409,929,Germany,2004,10.291287565481127,172.23
410,930,Germany,2005,10.113349613349612,161.48999999999998
411,931,Germany,2006,9.53940110323089,152.52
412,932,Germany,2007,10.509544390419592,146.52
413,933,Germany,2008,10.437002422983726,145.52000000000004
414,934,Germany,2009,10.141250214665986,145.52000000000004
415,935,Germany,2010,8.773003938417478,152.17000000000002
416,936,Germany,2011,10.469490740740731,152.82
417,937,Germany,2012,9.206435944140864,148.30999999999997
418,938,Germany,2013,8.62085235920852,153.08
419,946,Greece,1995,18.303652968036534,49.68
420,947,Greece,1996,18.078476017000614,45.13000000000001
421,948,Greece,1997,17.74185692541857,47.66
422,949,Greece,1998,18.612185389809717,48.269999999999996
423,950,Greece,1999,19.287087912087916,45.739999999999995
424,951,Greece,2000,18.77899210686096,44.86
425,952,Greece,2001,18.966971080669712,38.81000000000001
426,953,Greece,2002,18.441828254847636,38.35
427,954,Greece,2003,18.28812785388125,40.67
428,955,Greece,2004,18.14162112932605,40.92
429,956,Greece,2005,17.929680365296797,46.53
430,957,Greece,2006,17.87297214569942,45.410000000000004
431,958,Greece,2007,18.758848876577392,33.91
432,959,Greece,2008,18.832875457875453,40.300000000000004
433,960,Greece,2009,18.748546066727897,40.970000000000006
434,961,Greece,2010,19.515981735159823,39.90000000000001
435,962,Greece,2011,19.012176560121773,48.67999999999999
436,963,Greece,2012,15.64500349406011,53.31999999999999
437,964,Guatemala,1995,19.15458937198068,34.13
438,965,Guatemala,1996,19.214046121593302,30.049999999999997
439,966,Guatemala,1997,19.742009132420087,26.51
440,967,Guatemala,1998,19.93719806763284,37.059999999999995
441,968,Guatemala,1999,18.79548229548228,36.5
442,969,Guatemala,2000,18.805708180708173,27.419999999999995
443,970,Guatemala,2001,19.025436953807727,30.590000000000003
444,971,Guatemala,2002,19.52256458138812,40.529999999999994
445,972,Guatemala,2003,19.572829131652657,37.34000000000001
446,973,Guatemala,2004,19.305246913580266,29.929999999999996
447,974,Guatemala,2005,19.396367521367523,32.61
448,975,Guatemala,2006,19.204670329670318,41.95
449,976,Guatemala,2007,19.424145299145298,40.269999999999996
450,977,Guatemala,2008,19.022129371711525,54.760000000000005
451,978,Guatemala,2009,19.53062480763312,57.57
452,979,Guatemala,2010,19.21704718417048,35.43
453,980,Guatemala,2011,19.167275494672747,34.69
454,981,Guatemala,2012,19.09502125075896,41.800000000000004
455,982,Guatemala,2013,19.35114155251142,40.690000000000005
456,1035,Guyana,1996,28.64236111111111,128.31
457,1036,Guyana,1997,27.055555555555557,82.65000000000002
458,1037,Guyana,1998,27.722222222222218,64.86
459,1038,Guyana,1999,28.57528957528956,313.62
460,1040,Guyana,2001,28.612643678160936,380.76
461,1041,Guyana,2002,28.51625514403291,311.93
462,1042,Guyana,2003,28.341234567901235,382.53999999999996
463,1043,Guyana,2004,28.92388451443571,400.0
464,1044,Guyana,2005,28.92738407699039,333.9600000000001
465,1045,Guyana,2006,28.459780092592613,394.60000000000014
466,1046,Guyana,2010,29.095238095238088,403.06999999999994
467,1047,Guyana,2011,28.368243243243235,349.5299999999999
468,1125,Hungary,1995,10.15159817351598,493.4200000000001
469,1126,Hungary,1996,9.232999392835458,482.74
470,1127,Hungary,1997,10.214459665144592,470.44000000000005
471,1128,Hungary,1998,10.853284223449966,436.78
472,1129,Hungary,1999,10.360347985347984,483.88
473,1130,Hungary,2000,11.73724954462659,464.56
474,1131,Hungary,2001,10.80015220700153,408.9800000000001
475,1132,Hungary,2002,11.553247152970151,382.74999999999994
476,1133,Hungary,2003,10.964590964590961,372.0399999999999
477,1134,Hungary,2004,9.275956284153,369.46999999999997
478,1135,Hungary,2005,9.084322678843227,352.00999999999993
479,1136,Hungary,2006,10.01750380517504,312.66
480,1137,Hungary,2007,11.82570207570208,327.32000000000005
481,1138,Hungary,2008,11.466666666666674,331.67999999999995
482,1139,Hungary,2009,11.38843101343102,310.71999999999997
483,1140,Hungary,2010,10.05540334855403,321.30999999999995
484,1141,Hungary,2011,10.853424657534244,299.85
485,1142,Hungary,2012,11.42319368548877,305.96
486,1143,Hungary,2013,11.276255707762553,266.22999999999996
487,1151,Iceland,1995,3.83668188736682,129.66
488,1152,Iceland,1996,5.091074681238617,177.35000000000002
489,1153,Iceland,1997,5.204566210045663,164.02000000000004
490,1154,Iceland,1998,4.647737765466296,141.08999999999997
491,1155,Iceland,1999,4.417887667887668,128.92
492,1156,Iceland,2000,4.5420461445051625,207.99
493,1157,Iceland,2001,5.304566210045661,163.06
494,1158,Iceland,2002,5.513850415512465,131.24
495,1159,Iceland,2003,6.223135464231349,100.97000000000001
496,1160,Iceland,2004,5.7170613236186885,168.81000000000003
497,1161,Iceland,2005,5.2088280060882814,115.0
498,1162,Iceland,2006,5.543226788432274,106.39000000000001
499,1163,Iceland,2007,5.654761904761906,163.29000000000002
500,1164,Iceland,2008,5.455069823922286,136.09
501,1165,Iceland,2009,5.696428571428571,123.73000000000002
502,1166,Iceland,2010,6.029680365296805,184.27
503,1167,Iceland,2011,5.504870624048707,92.94999999999999
504,1168,Iceland,2012,5.685033394049787,145.41000000000003
505,1169,Iceland,2013,5.034703196347031,221.24
506,1229,Ireland,1995,9.983561643835623,143.84
507,1230,Ireland,1996,9.004705525197325,145.54
508,1231,Ireland,1997,10.049771689497712,156.15
509,1232,Ireland,1998,9.927362265312402,162.17000000000002
510,1233,Ireland,1999,9.899420024420026,141.22000000000003
511,1234,Ireland,2000,9.412112932604735,142.36
512,1235,Ireland,2001,9.381430745814306,148.97
513,1236,Ireland,2002,9.976300400123119,135.82
514,1237,Ireland,2003,9.983713850837145,134.76999999999998
515,1238,Ireland,2004,9.9344262295082,129.42
516,1239,Ireland,2005,10.137138508371383,121.10999999999999
517,1240,Ireland,2006,10.271689497716897,126.46000000000001
518,1241,Ireland,2007,10.254208754208749,121.77000000000001
519,1242,Ireland,2008,9.543378995433784,129.55999999999997
520,1243,Ireland,2009,9.622252747252746,132.63000000000002
521,1244,Ireland,2010,8.484474885844755,120.30000000000001
522,1245,Ireland,2011,10.065905631659056,138.57999999999998
523,1246,Ireland,2012,9.447024893746203,137.66
524,1247,Ireland,2013,9.5578386605784,117.40999999999998
525,1255,Israel,1995,20.342021033379066,127.42999999999998
526,1256,Israel,1996,22.418636721828218,110.50999999999999
527,1257,Israel,1997,20.265277777777776,126.57999999999998
528,1258,Israel,1998,21.719681571815705,100.11000000000001
529,1259,Israel,1999,21.56537940379404,102.58
